country,year,quarter,hpi,inflation,interest_rate,date,hpi_qoq_change,inflation_qoq_change,interest_rate_qoq_change,hpi_yoy_change,inflation_yoy_change,interest_rate_yoy_change
AT,2010,Q1,75.05,1.3,0.25,2010-01-01,,,,,,
AT,2010,Q2,77.21,1.7666666666666666,0.25,2010-04-01,2.88,35.9,0.0,,,
AT,2010,Q3,78.19,1.6666666666666667,0.25,2010-07-01,1.27,-5.66,0.0,,,
AT,2010,Q4,78.84,2.0,0.25,2010-10-01,0.83,20.0,0.0,,,
AT,2011,Q1,78.96,3.0,0.25,2011-01-01,0.15,50.0,0.0,5.21,130.77,0.0
AT,2011,Q2,81.28,3.7000000000000006,0.47,2011-04-01,2.94,23.33,88.0,5.27,109.43,88.0
AT,2011,Q3,82.59,3.8,0.72,2011-07-01,1.61,2.7,53.19,5.63,128.0,188.0
AT,2011,Q4,83.06,3.6666666666666665,0.56,2011-10-01,0.57,-3.51,-22.22,5.35,83.33,124.0
AT,2012,Q1,85.3,2.6999999999999997,0.25,2012-01-01,2.7,-26.36,-55.36,8.03,-10.0,0.0
AT,2012,Q2,85.44,2.2333333333333334,0.25,2012-04-01,0.16,-17.28,0.0,5.12,-39.64,-46.81
AT,2012,Q3,88.71,2.4,0.03,2012-07-01,3.83,7.46,-88.0,7.41,-36.84,-95.83
AT,2012,Q4,88.0,2.9,0.0,2012-10-01,-0.8,20.83,-100.0,5.95,-20.91,-100.0
AT,2013,Q1,89.06,2.6,0.0,2013-01-01,1.2,-10.34,,4.41,-3.7,-100.0
AT,2013,Q2,92.25,2.2333333333333334,0.0,2013-04-01,3.58,-14.1,,7.97,0.0,-100.0
AT,2013,Q3,91.79,1.9666666666666668,0.0,2013-07-01,-0.5,-11.94,,3.47,-18.06,-100.0
AT,2013,Q4,91.68,1.6666666666666667,0.0,2013-10-01,-0.12,-15.25,,4.18,-42.53,
AT,2014,Q1,92.89,1.5,0.0,2014-01-01,1.32,-10.0,,4.3,-42.31,
AT,2014,Q2,94.35,1.6,-0.02,2014-04-01,1.57,6.67,-inf,2.28,-28.36,-inf
AT,2014,Q3,95.32,1.5333333333333332,-0.12,2014-07-01,1.03,-4.17,500.0,3.85,-22.03,-inf
AT,2014,Q4,96.14,1.2333333333333334,-0.2,2014-10-01,0.86,-19.57,66.67,4.86,-26.0,-inf
AT,2015,Q1,98.19,0.6333333333333333,-0.2,2015-01-01,2.13,-48.65,0.0,5.71,-57.78,-inf
AT,2015,Q2,99.97,0.9666666666666668,-0.2,2015-04-01,1.81,52.63,0.0,5.96,-39.58,900.0
AT,2015,Q3,101.23,0.9,-0.2,2015-07-01,1.26,-6.9,0.0,6.2,-41.3,66.67
AT,2015,Q4,100.61,0.7666666666666666,-0.23,2015-10-01,-0.61,-14.81,15.0,4.65,-37.84,15.0
AT,2016,Q1,104.04,1.0333333333333332,-0.32,2016-01-01,3.41,34.78,39.13,5.96,63.16,60.0
AT,2016,Q2,106.7,0.6,-0.4,2016-04-01,2.56,-41.94,25.0,6.73,-37.93,100.0
AT,2016,Q3,108.08,0.7666666666666666,-0.4,2016-07-01,1.29,27.78,0.0,6.77,-14.81,100.0
AT,2016,Q4,108.0,1.5,-0.4,2016-10-01,-0.07,95.65,0.0,7.35,95.65,73.91
AT,2017,Q1,109.76,2.1999999999999997,-0.4,2017-01-01,1.63,46.67,0.0,5.5,112.9,25.0
AT,2017,Q2,112.46,2.1333333333333333,-0.4,2017-04-01,2.46,-3.03,0.0,5.4,255.56,0.0
AT,2017,Q3,113.67,2.1999999999999997,-0.4,2017-07-01,1.08,3.12,0.0,5.17,186.96,0.0
AT,2017,Q4,112.65,2.3666666666666667,-0.4,2017-10-01,-0.9,7.58,0.0,4.31,57.78,0.0
AT,2018,Q1,115.13,1.9333333333333331,-0.4,2018-01-01,2.2,-18.31,0.0,4.89,-12.12,0.0
AT,2018,Q2,118.94,2.1333333333333333,-0.4,2018-04-01,3.31,10.34,0.0,5.76,0.0,0.0
AT,2018,Q3,120.1,2.233333333333333,-0.4,2018-07-01,0.98,4.69,0.0,5.66,1.52,0.0
AT,2018,Q4,121.15,2.1333333333333333,-0.4,2018-10-01,0.87,-4.48,0.0,7.55,-9.86,0.0
AT,2019,Q1,121.53,1.6,-0.4,2019-01-01,0.31,-25.0,0.0,5.56,-17.24,0.0
AT,2019,Q2,125.79,1.6666666666666667,-0.4,2019-04-01,3.51,4.17,0.0,5.76,-21.88,0.0
AT,2019,Q3,127.81,1.3666666666666665,-0.41,2019-07-01,1.61,-18.0,2.5,6.42,-38.81,2.5
AT,2019,Q4,128.74,1.3333333333333333,-0.5,2019-10-01,0.73,-2.44,21.95,6.26,-37.5,25.0
AT,2020,Q1,131.26,2.0,-0.5,2020-01-01,1.96,50.0,0.0,8.01,25.0,25.0
AT,2020,Q2,134.09,1.0666666666666669,-0.5,2020-04-01,2.16,-46.67,0.0,6.6,-36.0,25.0
AT,2020,Q3,138.0,1.4666666666666668,-0.5,2020-07-01,2.92,37.5,0.0,7.97,7.32,21.95
AT,2020,Q4,138.71,1.0666666666666669,-0.5,2020-10-01,0.51,-27.27,0.0,7.74,-20.0,0.0
AT,2021,Q1,144.08,1.5,-0.5,2021-01-01,3.87,40.62,0.0,9.77,-25.0,0.0
AT,2021,Q2,149.12,2.5666666666666664,-0.5,2021-04-01,3.5,71.11,0.0,11.21,140.62,0.0
AT,2021,Q3,153.52,3.1,-0.5,2021-07-01,2.95,20.78,0.0,11.25,111.36,0.0
AT,2021,Q4,157.34,3.9,-0.5,2021-10-01,2.49,25.81,0.0,13.43,265.62,0.0
AT,2022,Q1,164.63,5.533333333333334,-0.5,2022-01-01,4.63,41.88,0.0,14.26,268.89,0.0
AT,2022,Q2,169.43,7.833333333333333,-0.5,2022-04-01,2.92,41.57,0.0,13.62,205.19,0.0
AT,2022,Q3,173.59,9.9,0.0,2022-07-01,2.46,26.38,-100.0,13.07,219.35,-100.0
AT,2022,Q4,166.32,11.1,1.3,2022-10-01,-4.19,12.12,inf,5.71,184.62,-360.0
AT,2023,Q1,164.35,10.6,2.34,2023-01-01,-1.18,-4.5,80.0,-0.17,91.57,-568.0
AT,2023,Q2,164.68,8.633333333333333,3.17,2023-04-01,0.2,-18.55,35.47,-2.8,10.21,-734.0
AT,2023,Q3,164.29,6.766666666666667,3.69,2023-07-01,-0.24,-21.62,16.4,-5.36,-31.65,inf
AT,2023,Q4,161.4,5.166666666666667,4.0,2023-10-01,-1.76,-23.65,8.4,-2.96,-53.45,207.69
AT,2024,Q1,159.54,4.133333333333333,4.0,2024-01-01,-1.15,-20.0,0.0,-2.93,-61.01,70.94
AT,2024,Q2,164.34,3.266666666666667,3.95,2024-04-01,3.01,-20.97,-1.25,-0.21,-62.16,24.61
AT,2024,Q3,165.13,2.3666666666666667,3.71,2024-07-01,0.48,-27.55,-6.08,0.51,-65.02,0.54
AT,2024,Q4,163.23,1.9333333333333331,3.27,2024-10-01,-1.15,-18.31,-11.86,1.13,-62.58,-18.25
AT,2025,Q1,165.17,3.3000000000000003,2.79,2025-01-01,1.19,70.69,-14.68,3.53,-20.16,-30.25
AT,2025,Q2,166.95,3.1666666666666665,2.26,2025-04-01,1.08,-4.04,-19.0,1.59,-3.06,-42.78
AT,2025,Q3,169.64,3.9,2.0,2025-07-01,1.61,23.16,-11.5,2.73,64.79,-46.09
BE,2005,Q1,70.03,2.3666666666666667,1.0,2005-01-01,,,,,,
BE,2005,Q2,71.59,2.5,1.0,2005-04-01,2.23,5.63,0.0,,,
BE,2005,Q3,74.12,2.8333333333333335,1.0,2005-07-01,3.53,13.33,0.0,,,
BE,2005,Q4,75.65,2.5,1.07,2005-10-01,2.06,-11.76,7.0,,,
BE,2006,Q1,77.1,2.566666666666667,1.32,2006-01-01,1.92,2.67,23.36,10.1,8.45,32.0
BE,2006,Q2,79.18,2.6,1.54,2006-04-01,2.7,1.3,16.67,10.6,4.0,54.0
BE,2006,Q3,81.54,2.1999999999999997,1.89,2006-07-01,2.98,-15.38,22.73,10.01,-22.35,89.0
BE,2006,Q4,82.16,1.9333333333333336,2.27,2006-10-01,0.76,-12.12,20.11,8.61,-22.67,112.15
BE,2007,Q1,84.05,1.7666666666666666,2.55,2007-01-01,2.3,-8.62,12.33,9.01,-31.17,93.18
BE,2007,Q2,85.75,1.4666666666666668,2.8,2007-04-01,2.02,-16.98,9.8,8.3,-43.59,81.82
BE,2007,Q3,87.3,1.2666666666666666,3.0,2007-07-01,1.81,-13.64,7.14,7.06,-42.42,58.73
BE,2007,Q4,87.7,2.733333333333333,3.0,2007-10-01,0.46,115.79,0.0,6.74,41.38,32.16
BE,2008,Q1,88.51,3.8333333333333335,3.0,2008-01-01,0.92,40.24,0.0,5.31,116.98,17.65
BE,2008,Q2,89.69,5.0,3.0,2008-04-01,1.33,30.43,0.0,4.59,240.91,7.14
BE,2008,Q3,91.07,5.6000000000000005,3.23,2008-07-01,1.54,12.0,7.67,4.32,342.11,7.67
BE,2008,Q4,90.52,3.5666666666666664,2.79,2008-10-01,-0.6,-36.31,-13.62,3.22,30.49,-7.0
BE,2009,Q1,89.37,1.5333333333333332,1.11,2009-01-01,-1.27,-57.01,-60.22,0.97,-60.0,-63.0
BE,2009,Q2,88.56,-0.2,0.27,2009-04-01,-0.91,-113.04,-75.68,-1.26,-104.0,-91.0
BE,2009,Q3,90.61,-1.1333333333333333,0.25,2009-07-01,2.31,466.67,-7.41,-0.51,-120.24,-92.26
BE,2009,Q4,89.77,-0.2,0.25,2009-10-01,-0.93,-82.35,0.0,-0.83,-105.61,-91.04
BE,2010,Q1,90.11,1.1666666666666667,0.25,2010-01-01,0.38,-683.33,0.0,0.83,-23.91,-77.48
BE,2010,Q2,90.83,2.4,0.25,2010-04-01,0.8,105.71,0.0,2.56,-1300.0,-7.41
BE,2010,Q3,92.8,2.5666666666666664,0.25,2010-07-01,2.17,6.94,0.0,2.42,-326.47,0.0
BE,2010,Q4,92.65,3.1666666666666665,0.25,2010-10-01,-0.16,23.38,0.0,3.21,-1683.33,0.0
BE,2011,Q1,93.51,3.4333333333333336,0.25,2011-01-01,0.93,8.42,0.0,3.77,194.29,0.0
BE,2011,Q2,94.16,3.1,0.47,2011-04-01,0.7,-9.71,88.0,3.67,29.17,88.0
BE,2011,Q3,96.05,3.533333333333333,0.72,2011-07-01,2.01,13.98,53.19,3.5,37.66,188.0
BE,2011,Q4,95.79,3.3000000000000003,0.56,2011-10-01,-0.27,-6.6,-22.22,3.39,4.21,124.0
BE,2012,Q1,96.51,3.266666666666667,0.25,2012-01-01,0.75,-1.01,-55.36,3.21,-4.85,0.0
BE,2012,Q2,96.72,2.566666666666667,0.25,2012-04-01,0.22,-21.43,0.0,2.72,-17.2,-46.81
BE,2012,Q3,97.77,2.4,0.03,2012-07-01,1.09,-6.49,-88.0,1.79,-32.08,-95.83
BE,2012,Q4,97.43,2.3333333333333335,0.0,2012-10-01,-0.35,-2.78,-100.0,1.71,-29.29,-100.0
BE,2013,Q1,97.87,1.4666666666666668,0.0,2013-01-01,0.45,-37.14,,1.41,-55.1,-100.0
BE,2013,Q2,98.34,1.3333333333333333,0.0,2013-04-01,0.48,-9.09,,1.67,-48.05,-100.0
BE,2013,Q3,99.46,1.2333333333333334,0.0,2013-07-01,1.14,-7.5,,1.73,-48.61,-100.0
BE,2013,Q4,98.53,0.9333333333333332,0.0,2013-10-01,-0.94,-24.32,,1.13,-60.0,
BE,2014,Q1,97.43,0.9,0.0,2014-01-01,-1.12,-3.57,,-0.45,-38.64,
BE,2014,Q2,97.42,0.7000000000000001,-0.02,2014-04-01,-0.01,-22.22,-inf,-0.94,-47.5,-inf
BE,2014,Q3,98.81,0.3666666666666667,-0.12,2014-07-01,1.43,-47.62,500.0,-0.65,-70.27,-inf
BE,2014,Q4,99.2,0.0,-0.2,2014-10-01,0.39,-100.0,66.67,0.68,-100.0,-inf
BE,2015,Q1,97.94,-0.3666666666666667,-0.2,2015-01-01,-1.27,-inf,0.0,0.52,-140.74,-inf
BE,2015,Q2,99.13,0.7000000000000001,-0.2,2015-04-01,1.22,-290.91,0.0,1.76,0.0,900.0
BE,2015,Q3,101.49,0.8666666666666667,-0.2,2015-07-01,2.38,23.81,0.0,2.71,136.36,66.67
BE,2015,Q4,101.43,1.3666666666666665,-0.23,2015-10-01,-0.06,57.69,15.0,2.25,inf,15.0
BE,2016,Q1,100.37,1.5,-0.32,2016-01-01,-1.05,9.76,39.13,2.48,-509.09,60.0
BE,2016,Q2,101.42,1.6333333333333335,-0.4,2016-04-01,1.05,8.89,25.0,2.31,133.33,100.0
BE,2016,Q3,103.63,1.9333333333333331,-0.4,2016-07-01,2.18,18.37,0.0,2.11,123.08,100.0
BE,2016,Q4,103.9,1.9333333333333331,-0.4,2016-10-01,0.26,0.0,0.0,2.44,41.46,73.91
BE,2017,Q1,104.36,2.966666666666667,-0.4,2017-01-01,0.44,53.45,0.0,3.98,97.78,25.0
BE,2017,Q2,104.48,2.033333333333333,-0.4,2017-04-01,0.11,-31.46,0.0,3.02,24.49,0.0
BE,2017,Q3,107.81,1.9333333333333331,-0.4,2017-07-01,3.19,-4.92,0.0,4.03,0.0,0.0
BE,2017,Q4,107.14,2.0,-0.4,2017-10-01,-0.62,3.45,0.0,3.12,3.45,0.0
BE,2018,Q1,107.37,1.6,-0.4,2018-01-01,0.21,-20.0,0.0,2.88,-46.07,0.0
BE,2018,Q2,108.51,2.1666666666666665,-0.4,2018-04-01,1.06,35.42,0.0,3.86,6.56,0.0
BE,2018,Q3,110.64,2.6999999999999997,-0.4,2018-07-01,1.96,24.62,0.0,2.62,39.66,0.0
BE,2018,Q4,110.06,2.766666666666667,-0.4,2018-10-01,-0.52,2.47,0.0,2.73,38.33,0.0
BE,2019,Q1,111.0,2.0,-0.4,2019-01-01,0.85,-27.71,0.0,3.38,25.0,0.0
BE,2019,Q2,111.84,1.6666666666666667,-0.4,2019-04-01,0.76,-16.67,0.0,3.07,-23.08,0.0
BE,2019,Q3,115.37,0.9,-0.41,2019-07-01,3.16,-46.0,2.5,4.28,-66.67,2.5
BE,2019,Q4,114.72,0.5,-0.5,2019-10-01,-0.56,-44.44,21.95,4.23,-81.93,25.0
BE,2020,Q1,115.24,0.9333333333333332,-0.5,2020-01-01,0.45,86.67,0.0,3.82,-53.33,25.0
BE,2020,Q2,116.61,0.0,-0.5,2020-04-01,1.19,-100.0,0.0,4.27,-100.0,25.0
BE,2020,Q3,119.05,0.4333333333333333,-0.5,2020-07-01,2.09,inf,0.0,3.19,-51.85,21.95
BE,2020,Q4,121.45,0.3333333333333333,-0.5,2020-10-01,2.02,-23.08,0.0,5.87,-33.33,0.0
BE,2021,Q1,122.41,0.8333333333333334,-0.5,2021-01-01,0.79,150.0,0.0,6.22,-10.71,0.0
BE,2021,Q2,124.78,2.4,-0.5,2021-04-01,1.94,188.0,0.0,7.01,inf,0.0
BE,2021,Q3,128.04,3.3000000000000003,-0.5,2021-07-01,2.61,37.5,0.0,7.55,661.54,0.0
BE,2021,Q4,128.62,6.366666666666667,-0.5,2021-10-01,0.45,92.93,0.0,5.9,1810.0,0.0
BE,2022,Q1,130.02,9.1,-0.5,2022-01-01,1.09,42.93,0.0,6.22,992.0,0.0
BE,2022,Q2,132.18,9.9,-0.5,2022-04-01,1.66,8.79,0.0,5.93,312.5,0.0
BE,2022,Q3,134.96,11.0,0.0,2022-07-01,2.1,11.11,-100.0,5.4,233.33,-100.0
BE,2022,Q4,134.55,11.266666666666666,1.3,2022-10-01,-0.3,2.42,inf,4.61,76.96,-360.0
BE,2023,Q1,135.04,5.900000000000001,2.34,2023-01-01,0.36,-47.63,80.0,3.86,-35.16,-568.0
BE,2023,Q2,134.55,2.533333333333333,3.17,2023-04-01,-0.36,-57.06,35.47,1.79,-74.41,-734.0
BE,2023,Q3,136.31,1.6,3.69,2023-07-01,1.31,-36.84,16.4,1.0,-85.45,inf
BE,2023,Q4,138.28,-0.6666666666666666,4.0,2023-10-01,1.45,-141.67,8.4,2.77,-105.92,207.69
BE,2024,Q1,139.36,2.966666666666667,4.0,2024-01-01,0.78,-545.0,0.0,3.2,-49.72,70.94
BE,2024,Q2,138.96,5.066666666666667,3.95,2024-04-01,-0.29,70.79,-1.25,3.28,100.0,24.61
BE,2024,Q3,141.16,4.666666666666667,3.71,2024-07-01,1.58,-7.89,-6.08,3.56,191.67,0.54
BE,2024,Q4,142.18,4.566666666666666,3.27,2024-10-01,0.72,-2.14,-11.86,2.82,-785.0,-18.25
BE,2025,Q1,143.08,4.133333333333334,2.79,2025-01-01,0.63,-9.49,-14.68,2.67,39.33,-30.25
BE,2025,Q2,142.94,2.9333333333333336,2.26,2025-04-01,-0.1,-29.03,-19.0,2.86,-42.11,-42.78
BE,2025,Q3,146.39,2.6333333333333333,2.0,2025-07-01,2.41,-10.23,-11.5,3.71,-43.57,-46.09
BG,2005,Q1,76.01,3.8,1.0,2005-01-01,,,,,,
BG,2005,Q2,79.26,5.633333333333333,1.0,2005-04-01,4.28,48.25,0.0,,,
BG,2005,Q3,81.55,6.8999999999999995,1.0,2005-07-01,2.89,22.49,0.0,,,
BG,2005,Q4,83.52,7.833333333333333,1.07,2005-10-01,2.42,13.53,7.0,,,
BG,2006,Q1,87.47,8.700000000000001,1.32,2006-01-01,4.73,11.06,23.36,15.08,128.95,32.0
BG,2006,Q2,88.91,8.633333333333333,1.54,2006-04-01,1.65,-0.77,16.67,12.18,53.25,54.0
BG,2006,Q3,92.96,6.7,1.89,2006-07-01,4.56,-22.39,22.73,13.99,-2.9,89.0
BG,2006,Q4,98.09,5.733333333333333,2.27,2006-10-01,5.52,-14.43,20.11,17.44,-26.81,112.15
BG,2007,Q1,107.23,5.233333333333333,2.55,2007-01-01,9.32,-8.72,12.33,22.59,-39.85,93.18
BG,2007,Q2,112.97,4.733333333333333,2.8,2007-04-01,5.35,-9.55,9.8,27.06,-45.17,81.82
BG,2007,Q3,121.42,9.033333333333331,3.0,2007-07-01,7.48,90.85,7.14,30.62,34.83,58.73
BG,2007,Q4,132.06,11.2,3.0,2007-10-01,8.76,23.99,0.0,34.63,95.35,32.16
BG,2008,Q1,141.08,12.366666666666664,3.0,2008-01-01,6.83,10.42,0.0,31.57,136.31,17.65
BG,2008,Q2,149.36,14.033333333333331,3.0,2008-04-01,5.87,13.48,0.0,32.21,196.48,7.14
BG,2008,Q3,153.92,12.533333333333331,3.23,2008-07-01,3.05,-10.69,7.67,26.77,38.75,7.67
BG,2008,Q4,147.53,9.066666666666666,2.79,2008-10-01,-4.15,-27.66,-13.62,11.71,-19.05,-7.0
BG,2009,Q1,130.77,5.1000000000000005,1.11,2009-01-01,-11.36,-43.75,-60.22,-7.31,-58.76,-63.0
BG,2009,Q2,118.17,3.1333333333333333,0.27,2009-04-01,-9.64,-38.56,-75.68,-20.88,-77.67,-91.0
BG,2009,Q3,112.62,0.8333333333333334,0.25,2009-07-01,-4.7,-73.4,-7.41,-26.83,-93.35,-92.26
BG,2009,Q4,109.58,0.9333333333333332,0.25,2009-10-01,-2.7,12.0,0.0,-25.72,-89.71,-91.04
BG,2010,Q1,107.18,1.9666666666666668,0.25,2010-01-01,-2.19,110.71,0.0,-18.04,-61.44,-77.48
BG,2010,Q2,106.52,2.8333333333333335,0.25,2010-04-01,-0.62,44.07,0.0,-9.86,-9.57,-7.41
BG,2010,Q3,105.38,3.3333333333333335,0.25,2010-07-01,-1.07,17.65,0.0,-6.43,300.0,0.0
BG,2010,Q4,104.15,4.0,0.25,2010-10-01,-1.17,20.0,0.0,-4.96,328.57,0.0
BG,2011,Q1,102.03,4.5,0.25,2011-01-01,-2.04,12.5,0.0,-4.81,128.81,0.0
BG,2011,Q2,100.23,3.4,0.47,2011-04-01,-1.76,-24.44,88.0,-5.9,20.0,88.0
BG,2011,Q3,99.54,3.1333333333333333,0.72,2011-07-01,-0.69,-7.84,53.19,-5.54,-6.0,188.0
BG,2011,Q4,98.1,2.533333333333333,0.56,2011-10-01,-1.45,-19.15,-22.22,-5.81,-36.67,124.0
BG,2012,Q1,98.23,1.8666666666666665,0.25,2012-01-01,0.13,-26.32,-55.36,-3.72,-58.52,0.0
BG,2012,Q2,98.67,1.8333333333333333,0.25,2012-04-01,0.45,-1.79,0.0,-1.56,-46.08,-46.81
BG,2012,Q3,98.57,3.0,0.03,2012-07-01,-0.1,63.64,-88.0,-0.97,-4.26,-95.83
BG,2012,Q4,96.82,2.8333333333333335,0.0,2012-10-01,-1.78,-5.56,-100.0,-1.3,11.84,-100.0
BG,2013,Q1,96.0,2.1333333333333333,0.0,2013-01-01,-0.85,-24.71,,-2.27,14.29,-100.0
BG,2013,Q2,96.48,1.0333333333333334,0.0,2013-04-01,0.5,-51.56,,-2.22,-43.64,-100.0
BG,2013,Q3,95.52,-0.6666666666666666,0.0,2013-07-01,-1.0,-164.52,,-3.09,-122.22,-100.0
BG,2013,Q4,95.66,-1.0,0.0,2013-10-01,0.15,50.0,,-1.2,-135.29,
BG,2014,Q1,96.66,-1.8333333333333333,0.0,2014-01-01,1.05,83.33,,0.69,-185.94,
BG,2014,Q2,96.97,-1.6333333333333335,-0.02,2014-04-01,0.32,-10.91,-inf,0.51,-258.06,-inf
BG,2014,Q3,97.21,-1.1666666666666667,-0.12,2014-07-01,0.25,-28.57,500.0,1.77,75.0,-inf
BG,2014,Q4,98.32,-1.8,-0.2,2014-10-01,1.14,54.29,66.67,2.78,80.0,-inf
BG,2015,Q1,98.85,-1.7333333333333334,-0.2,2015-01-01,0.54,-3.7,0.0,2.27,-5.45,-inf
BG,2015,Q2,99.71,-0.6,-0.2,2015-04-01,0.87,-65.38,0.0,2.83,-63.27,900.0
BG,2015,Q3,99.21,-0.9333333333333332,-0.2,2015-07-01,-0.5,55.56,0.0,2.06,-20.0,66.67
BG,2015,Q4,102.23,-1.0,-0.23,2015-10-01,3.04,7.14,15.0,3.98,-44.44,15.0
BG,2016,Q1,103.38,-1.1,-0.32,2016-01-01,1.12,10.0,39.13,4.58,-36.54,60.0
BG,2016,Q2,106.24,-2.3000000000000003,-0.4,2016-04-01,2.77,109.09,25.0,6.55,283.33,100.0
BG,2016,Q3,107.94,-1.1,-0.4,2016-07-01,1.6,-52.17,0.0,8.8,17.86,100.0
BG,2016,Q4,110.52,-0.7666666666666666,-0.4,2016-10-01,2.39,-30.3,0.0,8.11,-23.33,73.91
BG,2017,Q1,112.66,0.7666666666666666,-0.4,2017-01-01,1.94,-200.0,0.0,8.98,-169.7,25.0
BG,2017,Q2,115.37,1.4,-0.4,2017-04-01,2.41,82.61,0.0,8.59,-160.87,0.0
BG,2017,Q3,117.62,0.8666666666666667,-0.4,2017-07-01,1.95,-38.1,0.0,8.97,-178.79,0.0
BG,2017,Q4,119.53,1.7333333333333334,-0.4,2017-10-01,1.62,100.0,0.0,8.15,-326.09,0.0
BG,2018,Q1,120.65,1.5666666666666669,-0.4,2018-01-01,0.94,-9.62,0.0,7.09,104.35,0.0
BG,2018,Q2,124.03,2.3333333333333335,-0.4,2018-04-01,2.8,48.94,0.0,7.51,66.67,0.0
BG,2018,Q3,124.99,3.6333333333333337,-0.4,2018-07-01,0.77,55.71,0.0,6.27,319.23,0.0
BG,2018,Q4,126.15,2.966666666666667,-0.4,2018-10-01,0.93,-18.35,0.0,5.54,71.15,0.0
BG,2019,Q1,129.45,2.5,-0.4,2019-01-01,2.62,-15.73,0.0,7.29,59.57,0.0
BG,2019,Q2,130.26,2.766666666666667,-0.4,2019-04-01,0.63,10.67,0.0,5.02,18.57,0.0
BG,2019,Q3,131.97,2.2333333333333334,-0.41,2019-07-01,1.31,-19.28,2.5,5.58,-38.53,2.5
BG,2019,Q4,133.99,2.3000000000000003,-0.5,2019-10-01,1.53,2.99,21.95,6.21,-22.47,25.0
BG,2020,Q1,135.54,2.966666666666667,-0.5,2020-01-01,1.16,28.99,0.0,4.7,18.67,25.0
BG,2020,Q2,134.07,1.0666666666666669,-0.5,2020-04-01,-1.08,-64.04,0.0,2.92,-61.45,25.0
BG,2020,Q3,138.81,0.5333333333333333,-0.5,2020-07-01,3.54,-50.0,0.0,5.18,-76.12,21.95
BG,2020,Q4,141.23,0.3,-0.5,2020-10-01,1.74,-43.75,0.0,5.4,-86.96,0.0
BG,2021,Q1,145.72,0.2333333333333333,-0.5,2021-01-01,3.18,-22.22,0.0,7.51,-92.13,0.0
BG,2021,Q2,146.23,2.233333333333333,-0.5,2021-04-01,0.35,857.14,0.0,9.07,109.37,0.0
BG,2021,Q3,150.9,2.9,-0.5,2021-07-01,3.19,29.85,0.0,8.71,443.75,0.0
BG,2021,Q4,154.48,6.033333333333334,-0.5,2021-10-01,2.37,108.05,0.0,9.38,1911.11,0.0
BG,2022,Q1,162.52,8.866666666666667,-0.5,2022-01-01,5.2,46.96,0.0,11.53,3700.0,0.0
BG,2022,Q2,167.58,13.433333333333332,-0.5,2022-04-01,3.11,51.5,0.0,14.6,501.49,0.0
BG,2022,Q3,174.43,15.166666666666666,0.0,2022-07-01,4.09,12.9,-100.0,15.59,422.99,-100.0
BG,2022,Q4,175.14,14.466666666666669,1.3,2022-10-01,0.41,-4.62,inf,13.37,139.78,-360.0
BG,2023,Q1,177.93,13.366666666666667,2.34,2023-01-01,1.59,-7.6,80.0,9.48,50.75,-568.0
BG,2023,Q2,185.5,8.799999999999999,3.17,2023-04-01,4.25,-34.16,35.47,10.69,-34.49,-734.0
BG,2023,Q3,190.48,7.233333333333333,3.69,2023-07-01,2.68,-17.8,16.4,9.2,-52.31,inf
BG,2023,Q4,192.78,5.466666666666666,4.0,2023-10-01,1.21,-24.42,8.4,10.07,-62.21,207.69
BG,2024,Q1,206.42,3.5,4.0,2024-01-01,7.08,-35.98,0.0,16.01,-73.82,70.94
BG,2024,Q2,213.53,2.6666666666666665,3.95,2024-04-01,3.44,-23.81,-1.25,15.11,-69.7,24.61
BG,2024,Q3,221.91,2.233333333333333,3.71,2024-07-01,3.92,-16.25,-6.08,16.5,-69.12,0.54
BG,2024,Q4,228.0,2.033333333333333,3.27,2024-10-01,2.74,-8.96,-11.86,18.27,-62.8,-18.25
BG,2025,Q1,237.55,3.9,2.79,2025-01-01,4.19,91.8,-14.68,15.08,11.43,-30.25
BG,2025,Q2,246.65,2.9333333333333336,2.26,2025-04-01,3.83,-24.79,-19.0,15.51,10.0,-42.78
BG,2025,Q3,256.01,3.6666666666666665,2.0,2025-07-01,3.79,25.0,-11.5,15.37,64.18,-46.09
CY,2005,Q1,93.41,2.533333333333333,1.0,2005-01-01,,,,,,
CY,2005,Q2,95.38,2.1,1.0,2005-04-01,2.11,-17.11,0.0,,,
CY,2005,Q3,98.79,1.6333333333333335,1.0,2005-07-01,3.58,-22.22,0.0,,,
CY,2005,Q4,100.64,1.8666666666666665,1.07,2005-10-01,1.87,14.29,7.0,,,
CY,2006,Q1,103.04,2.3000000000000003,1.32,2006-01-01,2.38,23.21,23.36,10.31,-9.21,32.0
CY,2006,Q2,106.44,2.533333333333333,1.54,2006-04-01,3.3,10.14,16.67,11.6,20.63,54.0
CY,2006,Q3,110.64,2.6333333333333333,1.89,2006-07-01,3.95,3.95,22.73,12.0,61.22,89.0
CY,2006,Q4,114.16,1.5,2.27,2006-10-01,3.18,-43.04,20.11,13.43,-19.64,112.15
CY,2007,Q1,116.41,1.3333333333333333,2.55,2007-01-01,1.97,-11.11,12.33,12.98,-42.03,93.18
CY,2007,Q2,119.71,1.7333333333333334,2.8,2007-04-01,2.83,30.0,9.8,12.47,-31.58,81.82
CY,2007,Q3,124.05,2.3,3.0,2007-07-01,3.63,32.69,7.14,12.12,-12.66,58.73
CY,2007,Q4,125.11,3.2000000000000006,3.0,2007-10-01,0.85,39.13,0.0,9.59,113.33,32.16
