country,year,quarter,hpi,inflation,interest_rate
AT,2010,Q1,75.05,1.3,0.25
AT,2010,Q2,77.21,1.7666666666666666,0.25
AT,2010,Q3,78.19,1.6666666666666667,0.25
AT,2010,Q4,78.84,2.0,0.25
AT,2011,Q1,78.96,3.0,0.25
AT,2011,Q2,81.28,3.7000000000000006,0.47
AT,2011,Q3,82.59,3.8000000000000003,0.72
AT,2011,Q4,83.06,3.6666666666666665,0.56
AT,2012,Q1,85.3,2.6999999999999997,0.25
AT,2012,Q2,85.44,2.2333333333333334,0.25
AT,2012,Q3,88.71,2.4,0.03
AT,2012,Q4,88.0,2.9,0.0
AT,2013,Q1,89.06,2.6,0.0
AT,2013,Q2,92.25,2.2333333333333334,0.0
AT,2013,Q3,91.79,1.9666666666666668,0.0
AT,2013,Q4,91.68,1.6666666666666667,0.0
AT,2014,Q1,92.89,1.5,0.0
AT,2014,Q2,94.35,1.5999999999999999,-0.02
AT,2014,Q3,95.32,1.5333333333333332,-0.12
AT,2014,Q4,96.14,1.2333333333333334,-0.2
AT,2015,Q1,98.19,0.6333333333333333,-0.2
AT,2015,Q2,99.97,0.9666666666666667,-0.2
AT,2015,Q3,101.23,0.9,-0.2
AT,2015,Q4,100.61,0.7666666666666666,-0.23
AT,2016,Q1,104.04,1.0333333333333332,-0.32
AT,2016,Q2,106.7,0.6,-0.4
AT,2016,Q3,108.08,0.7666666666666666,-0.4
AT,2016,Q4,108.0,1.5,-0.4
AT,2017,Q1,109.76,2.1999999999999997,-0.4
AT,2017,Q2,112.46,2.1333333333333333,-0.4
AT,2017,Q3,113.67,2.1999999999999997,-0.4
AT,2017,Q4,112.65,2.3666666666666667,-0.4
AT,2018,Q1,115.13,1.9333333333333333,-0.4
AT,2018,Q2,118.94,2.1333333333333333,-0.4
AT,2018,Q3,120.1,2.233333333333333,-0.4
AT,2018,Q4,121.15,2.1333333333333333,-0.4
AT,2019,Q1,121.53,1.5999999999999999,-0.4
AT,2019,Q2,125.79,1.6666666666666667,-0.4
AT,2019,Q3,127.81,1.3666666666666665,-0.41
AT,2019,Q4,128.74,1.3333333333333333,-0.5
AT,2020,Q1,131.26,2.0,-0.5
AT,2020,Q2,134.09,1.0666666666666667,-0.5
AT,2020,Q3,138.0,1.4666666666666668,-0.5
AT,2020,Q4,138.71,1.0666666666666667,-0.5
AT,2021,Q1,144.08,1.5,-0.5
AT,2021,Q2,149.12,2.5666666666666664,-0.5
AT,2021,Q3,153.52,3.1,-0.5
AT,2021,Q4,157.34,3.9,-0.5
AT,2022,Q1,164.63,5.533333333333334,-0.5
AT,2022,Q2,169.43,7.833333333333333,-0.5
AT,2022,Q3,173.59,9.9,0.0
AT,2022,Q4,166.32,11.1,1.3
AT,2023,Q1,164.35,10.6,2.34
AT,2023,Q2,164.68,8.633333333333333,3.17
AT,2023,Q3,164.29,6.766666666666667,3.69
AT,2023,Q4,161.4,5.166666666666667,4.0
AT,2024,Q1,159.54,4.133333333333333,4.0
AT,2024,Q2,164.34,3.266666666666667,3.95
AT,2024,Q3,165.13,2.3666666666666667,3.71
AT,2024,Q4,163.23,1.9333333333333333,3.27
AT,2025,Q1,165.17,3.3000000000000003,2.79
AT,2025,Q2,166.95,3.1666666666666665,2.26
AT,2025,Q3,169.64,3.9,2.0
BE,2005,Q1,70.03,2.3666666666666667,1.0
BE,2005,Q2,71.59,2.5,1.0
BE,2005,Q3,74.12,2.8333333333333335,1.0
BE,2005,Q4,75.65,2.5,1.07
BE,2006,Q1,77.1,2.566666666666667,1.32
BE,2006,Q2,79.18,2.6,1.54
BE,2006,Q3,81.54,2.1999999999999997,1.89
BE,2006,Q4,82.16,1.9333333333333336,2.27
BE,2007,Q1,84.05,1.7666666666666666,2.55
BE,2007,Q2,85.75,1.4666666666666668,2.8
BE,2007,Q3,87.3,1.2666666666666666,3.0
BE,2007,Q4,87.7,2.733333333333333,3.0
BE,2008,Q1,88.51,3.8333333333333335,3.0
BE,2008,Q2,89.69,5.0,3.0
BE,2008,Q3,91.07,5.6000000000000005,3.23
BE,2008,Q4,90.52,3.5666666666666664,2.79
BE,2009,Q1,89.37,1.5333333333333332,1.11
BE,2009,Q2,88.56,-0.20000000000000004,0.27
BE,2009,Q3,90.61,-1.1333333333333333,0.25
BE,2009,Q4,89.77,-0.20000000000000004,0.25
BE,2010,Q1,90.11,1.1666666666666667,0.25
BE,2010,Q2,90.83,2.4,0.25
BE,2010,Q3,92.8,2.5666666666666664,0.25
BE,2010,Q4,92.65,3.1666666666666665,0.25
BE,2011,Q1,93.51,3.4333333333333336,0.25
BE,2011,Q2,94.16,3.1,0.47
BE,2011,Q3,96.05,3.533333333333333,0.72
BE,2011,Q4,95.79,3.3000000000000003,0.56
BE,2012,Q1,96.51,3.266666666666667,0.25
BE,2012,Q2,96.72,2.566666666666667,0.25
BE,2012,Q3,97.77,2.4,0.03
BE,2012,Q4,97.43,2.3333333333333335,0.0
BE,2013,Q1,97.87,1.4666666666666668,0.0
BE,2013,Q2,98.34,1.3333333333333333,0.0
BE,2013,Q3,99.46,1.2333333333333334,0.0
BE,2013,Q4,98.53,0.9333333333333332,0.0
BE,2014,Q1,97.43,0.9,0.0
BE,2014,Q2,97.42,0.7000000000000001,-0.02
BE,2014,Q3,98.81,0.3666666666666667,-0.12
BE,2014,Q4,99.2,0.0,-0.2
BE,2015,Q1,97.94,-0.3666666666666667,-0.2
BE,2015,Q2,99.13,0.7000000000000001,-0.2
BE,2015,Q3,101.49,0.8666666666666667,-0.2
BE,2015,Q4,101.43,1.3666666666666665,-0.23
BE,2016,Q1,100.37,1.5,-0.32
BE,2016,Q2,101.42,1.6333333333333335,-0.4
BE,2016,Q3,103.63,1.9333333333333333,-0.4
BE,2016,Q4,103.9,1.9333333333333333,-0.4
BE,2017,Q1,104.36,2.966666666666667,-0.4
BE,2017,Q2,104.48,2.033333333333333,-0.4
BE,2017,Q3,107.81,1.9333333333333333,-0.4
BE,2017,Q4,107.14,2.0,-0.4
BE,2018,Q1,107.37,1.5999999999999999,-0.4
BE,2018,Q2,108.51,2.1666666666666665,-0.4
BE,2018,Q3,110.64,2.6999999999999997,-0.4
BE,2018,Q4,110.06,2.766666666666667,-0.4
BE,2019,Q1,111.0,2.0,-0.4
BE,2019,Q2,111.84,1.6666666666666667,-0.4
BE,2019,Q3,115.37,0.9,-0.41
BE,2019,Q4,114.72,0.5,-0.5
BE,2020,Q1,115.24,0.9333333333333332,-0.5
BE,2020,Q2,116.61,0.0,-0.5
BE,2020,Q3,119.05,0.4333333333333333,-0.5
BE,2020,Q4,121.45,0.3333333333333333,-0.5
BE,2021,Q1,122.41,0.8333333333333334,-0.5
BE,2021,Q2,124.78,2.4,-0.5
BE,2021,Q3,128.04,3.3000000000000003,-0.5
BE,2021,Q4,128.62,6.366666666666667,-0.5
BE,2022,Q1,130.02,9.1,-0.5
BE,2022,Q2,132.18,9.9,-0.5
BE,2022,Q3,134.96,11.0,0.0
BE,2022,Q4,134.55,11.266666666666666,1.3
BE,2023,Q1,135.04,5.900000000000001,2.34
BE,2023,Q2,134.55,2.533333333333333,3.17
BE,2023,Q3,136.31,1.5999999999999999,3.69
BE,2023,Q4,138.28,-0.6666666666666666,4.0
BE,2024,Q1,139.36,2.966666666666667,4.0
BE,2024,Q2,138.96,5.066666666666667,3.95
BE,2024,Q3,141.16,4.666666666666667,3.71
BE,2024,Q4,142.18,4.566666666666666,3.27
BE,2025,Q1,143.08,4.133333333333334,2.79
BE,2025,Q2,142.94,2.9333333333333336,2.26
BE,2025,Q3,146.39,2.6333333333333333,2.0
BG,2005,Q1,76.01,3.8000000000000003,1.0
BG,2005,Q2,79.26,5.633333333333333,1.0
BG,2005,Q3,81.55,6.8999999999999995,1.0
BG,2005,Q4,83.52,7.833333333333333,1.07
BG,2006,Q1,87.47,8.700000000000001,1.32
BG,2006,Q2,88.91,8.633333333333333,1.54
BG,2006,Q3,92.96,6.7,1.89
BG,2006,Q4,98.09,5.733333333333333,2.27
BG,2007,Q1,107.23,5.233333333333333,2.55
BG,2007,Q2,112.97,4.733333333333333,2.8
BG,2007,Q3,121.42,9.033333333333333,3.0
BG,2007,Q4,132.06,11.200000000000001,3.0
BG,2008,Q1,141.08,12.366666666666665,3.0
BG,2008,Q2,149.36,14.033333333333333,3.0
BG,2008,Q3,153.92,12.533333333333333,3.23
BG,2008,Q4,147.53,9.066666666666666,2.79
BG,2009,Q1,130.77,5.1000000000000005,1.11
BG,2009,Q2,118.17,3.1333333333333333,0.27
BG,2009,Q3,112.62,0.8333333333333334,0.25
BG,2009,Q4,109.58,0.9333333333333332,0.25
BG,2010,Q1,107.18,1.9666666666666668,0.25
BG,2010,Q2,106.52,2.8333333333333335,0.25
BG,2010,Q3,105.38,3.3333333333333335,0.25
BG,2010,Q4,104.15,4.0,0.25
BG,2011,Q1,102.03,4.5,0.25
BG,2011,Q2,100.23,3.4,0.47
BG,2011,Q3,99.54,3.1333333333333333,0.72
BG,2011,Q4,98.1,2.533333333333333,0.56
BG,2012,Q1,98.23,1.8666666666666665,0.25
BG,2012,Q2,98.67,1.8333333333333333,0.25
BG,2012,Q3,98.57,3.0,0.03
BG,2012,Q4,96.82,2.8333333333333335,0.0
BG,2013,Q1,96.0,2.1333333333333333,0.0
BG,2013,Q2,96.48,1.0333333333333334,0.0
BG,2013,Q3,95.52,-0.6666666666666666,0.0
BG,2013,Q4,95.66,-1.0,0.0
BG,2014,Q1,96.66,-1.8333333333333333,0.0
BG,2014,Q2,96.97,-1.6333333333333335,-0.02
BG,2014,Q3,97.21,-1.1666666666666667,-0.12
BG,2014,Q4,98.32,-1.8,-0.2
BG,2015,Q1,98.85,-1.7333333333333334,-0.2
BG,2015,Q2,99.71,-0.6,-0.2
BG,2015,Q3,99.21,-0.9333333333333332,-0.2
BG,2015,Q4,102.23,-1.0,-0.23
BG,2016,Q1,103.38,-1.0999999999999999,-0.32
BG,2016,Q2,106.24,-2.3000000000000003,-0.4
BG,2016,Q3,107.94,-1.1,-0.4
BG,2016,Q4,110.52,-0.7666666666666666,-0.4
BG,2017,Q1,112.66,0.7666666666666666,-0.4
BG,2017,Q2,115.37,1.4000000000000001,-0.4
BG,2017,Q3,117.62,0.8666666666666667,-0.4
BG,2017,Q4,119.53,1.7333333333333334,-0.4
BG,2018,Q1,120.65,1.5666666666666667,-0.4
BG,2018,Q2,124.03,2.3333333333333335,-0.4
BG,2018,Q3,124.99,3.6333333333333333,-0.4
BG,2018,Q4,126.15,2.966666666666667,-0.4
BG,2019,Q1,129.45,2.5,-0.4
BG,2019,Q2,130.26,2.766666666666667,-0.4
BG,2019,Q3,131.97,2.2333333333333334,-0.41
BG,2019,Q4,133.99,2.3000000000000003,-0.5
BG,2020,Q1,135.54,2.966666666666667,-0.5
BG,2020,Q2,134.07,1.0666666666666667,-0.5
BG,2020,Q3,138.81,0.5333333333333333,-0.5
BG,2020,Q4,141.23,0.3,-0.5
BG,2021,Q1,145.72,0.23333333333333336,-0.5
BG,2021,Q2,146.23,2.233333333333333,-0.5
BG,2021,Q3,150.9,2.9,-0.5
BG,2021,Q4,154.48,6.033333333333334,-0.5
BG,2022,Q1,162.52,8.866666666666667,-0.5
BG,2022,Q2,167.58,13.433333333333332,-0.5
BG,2022,Q3,174.43,15.166666666666666,0.0
BG,2022,Q4,175.14,14.466666666666669,1.3
BG,2023,Q1,177.93,13.366666666666667,2.34
BG,2023,Q2,185.5,8.799999999999999,3.17
BG,2023,Q3,190.48,7.233333333333333,3.69
BG,2023,Q4,192.78,5.466666666666666,4.0
BG,2024,Q1,206.42,3.5,4.0
BG,2024,Q2,213.53,2.6666666666666665,3.95
BG,2024,Q3,221.91,2.233333333333333,3.71
BG,2024,Q4,228.0,2.033333333333333,3.27
BG,2025,Q1,237.55,3.9,2.79
BG,2025,Q2,246.65,2.9333333333333336,2.26
BG,2025,Q3,256.01,3.6666666666666665,2.0
CY,2005,Q1,93.41,2.533333333333333,1.0
CY,2005,Q2,95.38,2.1,1.0
CY,2005,Q3,98.79,1.6333333333333335,1.0
CY,2005,Q4,100.64,1.8666666666666665,1.07
CY,2006,Q1,103.04,2.3000000000000003,1.32
CY,2006,Q2,106.44,2.533333333333333,1.54
CY,2006,Q3,110.64,2.6333333333333333,1.89
CY,2006,Q4,114.16,1.5,2.27
CY,2007,Q1,116.41,1.3333333333333333,2.55
CY,2007,Q2,119.71,1.7333333333333334,2.8
CY,2007,Q3,124.05,2.3,3.0
CY,2007,Q4,125.11,3.2000000000000006,3.0
CY,2008,Q1,129.59,4.3999999999999995,3.0
CY,2008,Q2,130.42,4.7,3.0
CY,2008,Q3,128.69,5.133333333333333,3.23
CY,2008,Q4,123.96,3.233333333333333,2.79
CY,2009,Q1,122.4,0.7999999999999999,1.11
CY,2009,Q2,121.17,0.39999999999999997,0.27
CY,2009,Q3,119.19,-0.9666666666666667,0.25
CY,2009,Q4,116.27,0.5,0.25
CY,2010,Q1,114.37,2.5,0.25
CY,2010,Q2,112.79,2.1333333333333333,0.25
CY,2010,Q3,112.39,3.233333333333333,0.25
CY,2010,Q4,112.05,2.2666666666666666,0.25
CY,2011,Q1,111.56,3.1,0.25
CY,2011,Q2,113.99,4.033333333333333,0.47
CY,2011,Q3,111.22,2.9333333333333336,0.72
CY,2011,Q4,107.6,3.8333333333333335,0.56
CY,2012,Q1,106.4,3.233333333333333,0.25
CY,2012,Q2,106.02,3.3666666666666667,0.25
CY,2012,Q3,110.14,3.966666666666667,0.03
CY,2012,Q4,108.22,1.8,0.0
CY,2013,Q1,104.54,1.7,0.0
CY,2013,Q2,104.77,0.3333333333333333,0.0
CY,2013,Q3,103.05,0.3666666666666667,0.0
CY,2013,Q4,100.78,-0.8666666666666667,0.0
CY,2014,Q1,98.08,-1.2666666666666668,0.0
CY,2014,Q2,103.55,-0.16666666666666666,-0.02
CY,2014,Q3,102.7,0.5666666666666668,-0.12
CY,2014,Q4,101.56,-0.2333333333333333,-0.2
CY,2015,Q1,97.52,-0.9666666666666667,-0.2
CY,2015,Q2,100.59,-1.8333333333333333,-0.2
CY,2015,Q3,102.49,-2.0666666666666664,-0.2
CY,2015,Q4,99.4,-1.3,-0.23
CY,2016,Q1,96.27,-1.8333333333333333,-0.32
CY,2016,Q2,96.59,-2.0,-0.4
CY,2016,Q3,101.84,-0.4666666666666666,-0.4
CY,2016,Q4,104.59,-0.5666666666666667,-0.4
CY,2017,Q1,100.02,1.2,-0.4
CY,2017,Q2,106.32,1.3,-0.4
CY,2017,Q3,106.5,0.16666666666666666,-0.4
CY,2017,Q4,105.08,0.06666666666666667,-0.4
CY,2018,Q1,102.43,-0.7666666666666666,-0.4
CY,2018,Q2,100.34,0.7999999999999999,-0.4
CY,2018,Q3,105.05,1.5999999999999999,-0.4
CY,2018,Q4,104.51,1.5,-0.4
CY,2019,Q1,110.15,1.3333333333333333,-0.4
CY,2019,Q2,115.86,0.5666666666666667,-0.4
CY,2019,Q3,110.85,0.06666666666666665,-0.41
CY,2019,Q4,109.95,0.2333333333333333,-0.5
CY,2020,Q1,115.55,0.6,-0.5
CY,2020,Q2,118.83,-1.5999999999999999,-0.5
CY,2020,Q3,115.51,-2.2666666666666666,-0.5
CY,2020,Q4,120.06,-1.0999999999999999,-0.5
CY,2021,Q1,110.02,-0.46666666666666673,-0.5
CY,2021,Q2,116.01,1.6333333333333335,-0.5
CY,2021,Q3,120.59,3.1999999999999997,-0.5
CY,2021,Q4,116.19,4.633333333333334,-0.5
CY,2022,Q1,117.59,5.666666666666667,-0.5
CY,2022,Q2,120.21,8.799999999999999,-0.5
CY,2022,Q3,130.94,9.733333333333333,0.0
CY,2022,Q4,124.14,8.1,1.3
CY,2023,Q1,131.69,6.533333333333334,2.34
CY,2023,Q2,132.2,3.4333333333333336,3.17
CY,2023,Q3,136.52,3.266666666666667,3.69
CY,2023,Q4,137.98,2.6333333333333333,4.0
CY,2024,Q1,143.52,1.9333333333333336,4.0
CY,2024,Q2,143.34,2.6999999999999997,3.95
CY,2024,Q3,146.76,2.066666666666667,3.71
CY,2024,Q4,144.2,2.3000000000000003,3.27
CY,2025,Q1,150.04,2.433333333333333,2.79
CY,2025,Q2,147.24,0.7666666666666666,2.26
CY,2025,Q3,146.86,0.03333333333333333,2.0
CZ,2008,Q1,97.2,7.566666666666666,3.0
CZ,2008,Q2,101.2,6.766666666666667,3.0
CZ,2008,Q3,102.7,6.466666666666666,3.23
CZ,2008,Q4,102.1,4.3999999999999995,2.79
CZ,2009,Q1,99.9,1.5,1.11
CZ,2009,Q2,96.7,1.0,0.27
CZ,2009,Q3,95.9,-0.13333333333333333,0.25
CZ,2009,Q4,95.2,0.06666666666666665,0.25
CZ,2010,Q1,95.2,0.26666666666666666,0.25
CZ,2010,Q2,95.4,0.9333333333333332,0.25
CZ,2010,Q3,95.1,1.6666666666666667,0.25
CZ,2010,Q4,95.2,1.9666666666666666,0.25
CZ,2011,Q1,95.4,1.9333333333333333,0.25
CZ,2011,Q2,95.9,1.8333333333333333,0.47
CZ,2011,Q3,95.3,2.033333333333333,0.72
CZ,2011,Q4,94.4,2.8000000000000003,0.56
CZ,2012,Q1,93.9,3.933333333333333,0.25
CZ,2012,Q2,94.0,3.766666666666667,0.25
CZ,2012,Q3,93.8,3.466666666666667,0.03
CZ,2012,Q4,93.7,2.9333333333333336,0.0
CZ,2013,Q1,93.6,1.7333333333333334,0.0
CZ,2013,Q2,94.1,1.4666666666666668,0.0
CZ,2013,Q3,94.0,1.2,0.0
CZ,2013,Q4,93.8,1.0999999999999999,0.0
CZ,2014,Q1,95.0,0.3,0.0
CZ,2014,Q2,95.8,0.19999999999999998,-0.02
CZ,2014,Q3,96.6,0.6666666666666666,-0.12
CZ,2014,Q4,97.3,0.4666666666666666,-0.2
CZ,2015,Q1,98.3,0.0,-0.2
CZ,2015,Q2,99.4,0.7000000000000001,-0.2
CZ,2015,Q3,100.6,0.3333333333333333,-0.2
CZ,2015,Q4,101.7,0.0,-0.23
CZ,2016,Q1,103.0,0.43333333333333335,-0.32
CZ,2016,Q2,105.1,0.13333333333333333,-0.4
CZ,2016,Q3,107.7,0.5333333333333333,-0.4
CZ,2016,Q4,112.8,1.5,-0.4
CZ,2017,Q1,116.2,2.5,-0.4
CZ,2017,Q2,119.1,2.3333333333333335,-0.4
CZ,2017,Q3,121.2,2.433333333333333,-0.4
CZ,2017,Q4,122.3,2.5,-0.4
CZ,2018,Q1,125.0,1.7666666666666668,-0.4
CZ,2018,Q2,128.7,2.066666666666667,-0.4
CZ,2018,Q3,131.9,2.2333333333333334,-0.4
CZ,2018,Q4,134.4,1.7333333333333334,-0.4
CZ,2019,Q1,137.2,2.3333333333333335,-0.4
CZ,2019,Q2,140.6,2.466666666666667,-0.4
CZ,2019,Q3,143.4,2.6,-0.41
CZ,2019,Q4,146.4,2.9333333333333336,-0.5
CZ,2020,Q1,149.0,3.6999999999999997,-0.5
CZ,2020,Q2,151.5,3.266666666666667,-0.5
CZ,2020,Q3,155.4,3.466666666666667,-0.5
CZ,2020,Q4,159.5,2.6999999999999997,-0.5
CZ,2021,Q1,168.9,2.1999999999999997,-0.5
CZ,2021,Q2,177.6,2.766666666666667,-0.5
CZ,2021,Q3,189.8,3.266666666666667,-0.5
CZ,2021,Q4,200.6,5.0,-0.5
CZ,2022,Q1,210.0,10.233333333333334,-0.5
CZ,2022,Q2,217.2,15.0,-0.5
CZ,2022,Q3,219.4,17.400000000000002,0.0
CZ,2022,Q4,214.5,16.5,1.3
CZ,2023,Q1,211.8,18.0,2.34
CZ,2023,Q2,211.0,12.666666666666666,3.17
CZ,2023,Q3,211.7,9.533333333333333,3.69
CZ,2023,Q4,212.3,8.366666666666667,4.0
CZ,2024,Q1,214.3,2.3666666666666667,4.0
CZ,2024,Q2,219.9,2.6999999999999997,3.95
CZ,2024,Q3,224.7,2.5666666666666664,3.71
CZ,2024,Q4,230.2,3.1333333333333333,3.27
CZ,2025,Q1,235.6,2.8000000000000003,2.79
CZ,2025,Q2,243.0,2.2666666666666666,2.26
CZ,2025,Q3,249.0,2.3000000000000003,2.0
DE,2005,Q1,84.2,1.7666666666666666,1.0
DE,2005,Q2,82.7,1.5333333333333332,1.0
DE,2005,Q3,84.4,2.1333333333333333,1.0
DE,2005,Q4,82.0,2.2666666666666666,1.07
DE,2006,Q1,83.2,2.033333333333333,1.32
DE,2006,Q2,83.5,2.1333333333333333,1.54
DE,2006,Q3,82.3,1.5666666666666667,1.89
DE,2006,Q4,83.0,1.3,2.27
DE,2007,Q1,80.0,1.8666666666666665,2.55
DE,2007,Q2,81.7,2.033333333333333,2.8
DE,2007,Q3,81.6,2.1999999999999997,3.0
DE,2007,Q4,81.6,3.0,3.0
DE,2008,Q1,82.8,3.1,3.0
DE,2008,Q2,83.1,3.0666666666666664,3.0
DE,2008,Q3,81.6,3.233333333333333,3.23
DE,2008,Q4,81.8,1.7,2.79
DE,2009,Q1,81.8,0.7999999999999999,1.11
DE,2009,Q2,83.1,0.19999999999999998,0.27
DE,2009,Q3,82.9,-0.3666666666666667,0.25
DE,2009,Q4,84.2,0.3666666666666667,0.25
DE,2010,Q1,83.0,0.7666666666666666,0.25
DE,2010,Q2,84.3,1.0333333333333334,0.25
DE,2010,Q3,84.3,1.1333333333333333,0.25
DE,2010,Q4,83.8,1.5333333333333332,0.25
DE,2011,Q1,86.1,2.233333333333333,0.25
DE,2011,Q2,87.1,2.533333333333333,0.47
DE,2011,Q3,86.7,2.6333333333333333,0.72
DE,2011,Q4,87.3,2.566666666666667,0.56
DE,2012,Q1,88.0,2.433333333333333,0.25
