STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2013-Q2,,-2.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2013-Q3,,-1.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2013-Q4,,0.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2014-Q1,,4.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2014-Q2,,5.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2014-Q3,,4.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2014-Q4,,2.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2015-Q1,,0.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2015-Q2,,2.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2015-Q3,,3.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2015-Q4,,5.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2016-Q1,,6.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2016-Q2,,6.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2016-Q3,,7.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2016-Q4,,7.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2017-Q1,,7.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2017-Q2,,8.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2017-Q3,,10.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2017-Q4,,10.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2018-Q1,,12.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2018-Q2,,11.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2018-Q3,,8.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2018-Q4,,9.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2019-Q1,,9.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2019-Q2,,9.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2019-Q3,,10.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2019-Q4,,10.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2020-Q1,,10.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2020-Q2,,9.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2020-Q3,,6.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2020-Q4,,8.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2021-Q1,,6.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2021-Q2,,7.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2021-Q3,,11.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2021-Q4,,11.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2022-Q1,,12.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2022-Q2,,13.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2022-Q3,,13.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2022-Q4,,11.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2023-Q1,,8.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2023-Q2,,8.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2023-Q3,,7.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2023-Q4,,7.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2024-Q1,,7.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2024-Q2,,7.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2024-Q3,,9.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2024-Q4,,11.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2025-Q1,,16.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2025-Q2,,17.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,PT,Portugal,2025-Q3,,17.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2010-Q1,,-6.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2010-Q2,,-3.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2010-Q3,,-7.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2010-Q4,,-12.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2011-Q1,,-11.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2011-Q2,,-11.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2011-Q3,,-12.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2011-Q4,,-14.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2012-Q1,,-7.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2012-Q2,,-6.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2012-Q3,,-4.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2012-Q4,,-1.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2013-Q1,,-0.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2013-Q2,,-0.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2013-Q3,,0.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2013-Q4,,-0.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2014-Q1,,-2.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2014-Q2,,-3.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2014-Q3,,-2.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2014-Q4,,0.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2015-Q1,,2.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2015-Q2,,3.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2015-Q3,,3.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2015-Q4,,2.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2016-Q1,,2.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2016-Q2,,6.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2016-Q3,,7.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2016-Q4,,7.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2017-Q1,,5.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2017-Q2,,7.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2017-Q3,,6.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2017-Q4,,5.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2018-Q1,,6.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2018-Q2,,4.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2018-Q3,,5.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2018-Q4,,5.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2019-Q1,,3.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2019-Q2,,1.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2019-Q3,,3.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2019-Q4,,4.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2020-Q1,,8.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2020-Q2,,6.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2020-Q3,,2.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2020-Q4,,2.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2021-Q1,,1.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2021-Q2,,3.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2021-Q3,,5.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2021-Q4,,7.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2022-Q1,,6.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2022-Q2,,8.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2022-Q3,,7.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2022-Q4,,6.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2023-Q1,,4.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2023-Q2,,0.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2023-Q3,,4.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2023-Q4,,3.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2024-Q1,,5.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2024-Q2,,6.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2024-Q3,,3.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2024-Q4,,4.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2025-Q1,,4.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2025-Q2,,4.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,RO,Romania,2025-Q3,,6.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2006-Q1,,14.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2006-Q2,,13.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2006-Q3,,12.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2006-Q4,,9.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2007-Q1,,10.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2007-Q2,,13.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2007-Q3,,14.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2007-Q4,,10.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2008-Q1,,7.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2008-Q2,,2.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2008-Q3,,-1.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2008-Q4,,-3.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2009-Q1,,-1.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2009-Q2,,-0.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2009-Q3,,3.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2009-Q4,,11.6,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2010-Q1,,10.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2010-Q2,,8.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2010-Q3,,7.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2010-Q4,,6.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2011-Q1,,5.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2011-Q2,,4.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2011-Q3,,2.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2011-Q4,,-1.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2012-Q1,,-1.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2012-Q2,,0.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2012-Q3,,1.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2012-Q4,,3.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2013-Q1,,4.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2013-Q2,,4.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2013-Q3,,5.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2013-Q4,,6.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2014-Q1,,8.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2014-Q2,,8.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2014-Q3,,10.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2014-Q4,,10.4,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2015-Q1,,11.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2015-Q2,,13.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2015-Q3,,13.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2015-Q4,,14.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2016-Q1,,11.0,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2016-Q2,,8.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2016-Q3,,7.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2016-Q4,,6.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2017-Q1,,7.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2017-Q2,,8.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2017-Q3,,7.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2017-Q4,,2.8,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2018-Q1,,-0.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2018-Q2,,-1.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2018-Q3,,-2.1,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2018-Q4,,0.7,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2019-Q1,,1.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2019-Q2,,2.2,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2019-Q3,,2.9,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2019-Q4,,3.3,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2020-Q1,,4.5,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,RCH_A,Annual rate of change,SE,Sweden,2020-Q2,,3.3,,,,,
