STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2017-Q2,,103.22,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2017-Q3,,102.51,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2017-Q4,,102.12,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2018-Q1,,102.74,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2018-Q2,,103.96,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2018-Q3,,103.49,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2018-Q4,,103.15,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2019-Q1,,103.09,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2019-Q2,,104.68,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2019-Q3,,104.02,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2019-Q4,,103.29,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2020-Q1,,104.28,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2020-Q2,,105.36,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2020-Q3,,105.79,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2020-Q4,,106.95,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2021-Q1,,108.58,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2021-Q2,,111.19,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2021-Q3,,110.93,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2021-Q4,,111.12,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2022-Q1,,111.85,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2022-Q2,,113.46,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2022-Q3,,112.24,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2022-Q4,,108.51,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2023-Q1,,105.75,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2023-Q2,,106.58,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2023-Q3,,103.51,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2023-Q4,,102.48,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2024-Q1,,101.50,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2024-Q2,,101.85,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2024-Q3,,101.45,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2024-Q4,,100.59,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2025-Q1,,99.56,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2025-Q2,,100.50,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FI,Finland,2025-Q3,,98.28,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2005-Q1,,79.81,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2005-Q2,,83.19,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2005-Q3,,87.10,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2005-Q4,,88.77,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2006-Q1,,90.75,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2006-Q2,,93.57,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2006-Q3,,96.46,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2006-Q4,,97.26,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2007-Q1,,98.02,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2007-Q2,,99.74,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2007-Q3,,101.95,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2007-Q4,,102.57,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2008-Q1,,101.95,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2008-Q2,,102.35,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2008-Q3,,102.57,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2008-Q4,,99.19,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2009-Q1,,95.50,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2009-Q2,,94.16,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2009-Q3,,95.68,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2009-Q4,,95.95,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2010-Q1,,96.66,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2010-Q2,,98.60,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2010-Q3,,101.26,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2010-Q4,,102.45,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2011-Q1,,103.13,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2011-Q2,,105.14,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2011-Q3,,107.28,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2011-Q4,,106.28,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2012-Q1,,104.87,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2012-Q2,,104.94,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2012-Q3,,105.61,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2012-Q4,,104.10,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2013-Q1,,102.83,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2013-Q2,,102.73,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2013-Q3,,103.64,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2013-Q4,,102.52,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2014-Q1,,101.33,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2014-Q2,,101.53,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2014-Q3,,102.29,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2014-Q4,,100.28,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2015-Q1,,99.38,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2015-Q2,,99.55,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2015-Q3,,100.92,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2015-Q4,,100.15,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2016-Q1,,99.73,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2016-Q2,,100.24,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2016-Q3,,102.36,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2016-Q4,,101.84,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2017-Q1,,102.53,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2017-Q2,,103.53,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2017-Q3,,105.65,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2017-Q4,,105.24,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2018-Q1,,105.51,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2018-Q2,,106.42,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2018-Q3,,108.65,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2018-Q4,,108.58,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2019-Q1,,108.55,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2019-Q2,,109.85,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2019-Q3,,112.33,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2019-Q4,,112.69,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2020-Q1,,113.87,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2020-Q2,,115.52,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2020-Q3,,117.80,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2020-Q4,,119.27,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2021-Q1,,120.15,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2021-Q2,,122.12,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2021-Q3,,126.11,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2021-Q4,,127.52,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2022-Q1,,128.60,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2022-Q2,,130.83,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2022-Q3,,134.34,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2022-Q4,,133.50,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2023-Q1,,132.32,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2023-Q2,,131.72,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2023-Q3,,132.25,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2023-Q4,,128.73,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2024-Q1,,125.96,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2024-Q2,,125.68,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2024-Q3,,127.64,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2024-Q4,,126.28,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2025-Q1,,126.54,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2025-Q2,,126.54,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",FR,France,2025-Q3,,128.54,,p,provisional,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2008-Q1,,123.19,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2008-Q2,,124.01,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2008-Q3,,126.34,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2008-Q4,,123.02,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2009-Q1,,122.58,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2009-Q2,,118.48,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2009-Q3,,116.37,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2009-Q4,,114.28,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2010-Q1,,112.07,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2010-Q2,,110.49,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2010-Q3,,109.52,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2010-Q4,,109.80,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2011-Q1,,108.81,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2011-Q2,,110.53,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2011-Q3,,111.31,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2011-Q4,,111.99,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2012-Q1,,111.36,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2012-Q2,,109.86,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2012-Q3,,109.09,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2012-Q4,,105.40,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2013-Q1,,105.28,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2013-Q2,,104.63,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2013-Q3,,104.97,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2013-Q4,,103.63,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2014-Q1,,102.94,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2014-Q2,,103.82,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2014-Q3,,103.00,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2014-Q4,,102.14,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2015-Q1,,101.05,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2015-Q2,,99.13,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2015-Q3,,99.86,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2015-Q4,,99.96,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2016-Q1,,101.21,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2016-Q2,,100.28,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2016-Q3,,101.31,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2016-Q4,,100.75,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2017-Q1,,100.85,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2017-Q2,,104.55,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2017-Q3,,105.13,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2017-Q4,,108.45,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2018-Q1,,109.44,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2018-Q2,,109.26,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2018-Q3,,112.32,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2018-Q4,,113.54,,,,,
dataflow,ESTAT:TIPSHO40(1.0),House price index - quarterly data,Q,Quarterly,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2019-Q1,,117.55,,,,,
